ENTREZID	stat
23381	5.00220201144551
79987	4.99222517875142
59277	4.98719941607323
55106	4.98473259022833
399474	4.98311828936855
10487	4.98075974286516
85463	4.97572193390616
79073	4.97398057749617
81034	4.97272770622337
2475	4.96792891633801
10137	4.96040981745123
8216	4.94279330154255
81689	4.94050576799516
222658	4.93588147101757
23216	4.92630206714674
5255	4.92586956937043
7384	4.91755169567375
79633	4.91699551946137
100532736	4.90995233824542
4681	4.90995233824542
7376	4.90438616705844
143384	4.89811814295915
5156	4.89415490215484
11033	4.89283728744679
5495	4.88685031263022
23597	4.88366336714436
836	4.88181455213354
80255	4.87707740750677
79783	4.87496939067858
3344	4.87003264171197
206358	4.86876754652192
56650	4.86777360092169
10964	4.86530447731111
8985	4.86274108596644
11070	4.85471327650233
126119	4.84986159681364
118881	4.84976312998398
23384	4.84488997834112
64114	4.84442647327419
9855	4.84417983886012
80762	4.83986977016116
6935	4.83763659706327
5725	4.82784157506987
117532	4.82402857180321
55969	4.8171600968385
10096	4.81425217846901
54491	4.81216817103023
7855	4.80611830785638
27183	4.80609350725886
4641	4.80372093273933
84913	4.79649653855894
152078	4.79000780517071
22904	4.78548144957557
8932	4.78497834642725
54795	4.77731000114672
7041	4.77646473032879
10580	4.77058739247681
382	4.766373679372
2897	4.7625717401173
4854	4.75860066468071
54187	4.75084107051979
58489	4.75065290031567
9653	4.74742017221456
10567	4.74540702388059
273	4.74217517015466
550	4.73057512186964
81491	4.72503054800407
11096	4.72337746537377
3181	4.71772913912211
291	4.71673706044557
9469	4.71588460124732
57140	4.71344737636208
493911	4.71258756312402
57647	4.70983223971423
5209	4.70913330559924
2632	4.70252604267737
83786	4.69877932439956
858	4.6974314387843
9829	4.69697390176391
28984	4.69421780559114
404636	4.68892613425556
285381	4.68570954475971
85365	4.67991514631889
84959	4.67537806148463
56954	4.67491580599112
5394	4.66854186280006
8623	4.66720990481759
57099	4.6667504796329
84955	4.66092073446156
55509	4.65910485090165
1410	4.6568027353443
8676	4.65575763160655
4012	4.65243694631402
5002	4.64990014021841
84079	4.64939970927622
5271	4.64799342002178
10040	4.64567367353039
55129	4.6389291654259
56674	4.63670777621588
80325	4.63298881268556
50509	4.63226963109019
27173	4.63143505890252
11186	4.62290440754167
79762	4.61917098490858
64853	4.61094818547608
124904942	4.60244502121381
79716	4.60244502121381
85409	4.59245413601645
92259	4.58444428466199
28962	4.58347856860144
6786	4.58262309888344
29920	4.58188341529633
7089	4.58113225056389
5881	4.57841820091673
10955	4.57689847333401
6646	4.57399970606365
11072	4.56591913992884
24	4.56344421300033
5965	4.56245767618172
